Date Range,28 Mar. 2017 - 27 Apr. 2017
Date & time,User,Campaign,Ad group,Changes
03/04/2017 11:45:22 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword max. CPC decreased
  ""advertise website"": Max CPC changes decrease from $10.00 to $9.00"
03/04/2017 11:45:15 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword max. CPC decreased
  ""advertising website"": Max CPC changes decrease from $10.00 to $9.00"
03/04/2017 11:45:08 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword max. CPC decreased
  ""advertising web site"": Max CPC changes decrease from $15.00 to $12.00"
03/04/2017 11:15:18 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC decreased
  ""how to get my website on google search"": Max CPC changes decrease from $42.00 to $40.00"
03/04/2017 11:15:10 AM,wme.cameron@gmail.com,Website,Search Engine,"1 broad match keyword max. CPC decreased
  +my +web site on +google: Max CPC changes decrease from $40.00 to $36.00"
03/04/2017 11:15:04 AM,wme.cameron@gmail.com,Website,Search Engine,"1 broad match keyword max. CPC increased
  +my +website on +google: Max CPC changes increase from $43.00 to $45.00"
03/04/2017 3:23:10 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""hand m websit"": Max. CPC changed from default ($22.70) to $30.00"
03/04/2017 3:23:09 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""hand m websit"""
03/04/2017 3:23:08 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how do i get my website noticed in australia"": Max. CPC changed from default ($22.70) to $30.00"
03/04/2017 3:23:08 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how do i get my website noticed in australia"""
03/04/2017 3:23:03 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword max. CPC increased
  ""seo website review help"": Max. CPC changed from default ($25.00) to $38.00"
03/04/2017 3:23:03 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword added
  ""seo website review help"""
03/04/2017 3:23:02 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword max. CPC increased
  ""set up seo for website"": Max. CPC changed from default ($25.00) to $26.00"
03/04/2017 3:23:01 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword added
  ""set up seo for website"""
03/04/2017 3:23:00 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""i want add my business in the website on google"": Max. CPC changed from default ($5.00) to $43.00"
03/04/2017 3:23:00 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""i want add my business in the website on google"""
03/04/2017 3:22:56 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""best company to get your website found in google"": Max. CPC changed from default ($22.70) to $26.00"
03/04/2017 3:22:56 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""best company to get your website found in google"""
02/04/2017 3:28:12 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""how to promote ur web site"": Max. CPC changed from default ($25.00) to $38.00"
02/04/2017 3:28:11 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword added
  ""how to promote ur web site"""
02/04/2017 3:28:10 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""flip pdf on your website"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:28:10 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""flip pdf on your website"""
02/04/2017 3:28:04 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""how to get google to recognize my website"": Max. CPC changed from default ($5.00) to $43.00"
02/04/2017 3:28:03 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""how to get google to recognize my website"""
02/04/2017 3:27:36 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to do link building for my website"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:27:35 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to do link building for my website"""
02/04/2017 3:27:34 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""google put my website on there"": Max. CPC changed from default ($5.00) to $43.00"
02/04/2017 3:27:34 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""google put my website on there"""
02/04/2017 3:27:33 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""google search web search"": Max. CPC changed from default ($5.00) to $15.00"
02/04/2017 3:27:33 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""google search web search"""
02/04/2017 3:27:32 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to boost your website on google search"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:27:31 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to boost your website on google search"""
02/04/2017 3:27:31 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""traffic to your website"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:27:30 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""traffic to your website"""
02/04/2017 3:27:29 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""site my website com"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:27:29 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""site my website com"""
02/04/2017 3:27:28 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to draw attention to your website"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:27:28 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to draw attention to your website"""
02/04/2017 3:27:27 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to create link for my website"": Max. CPC changed from default ($22.70) to $32.00"
02/04/2017 3:27:27 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to create link for my website"""
02/04/2017 3:27:26 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""words to get your website viewed"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:27:26 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""words to get your website viewed"""
02/04/2017 3:27:24 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""should i keep my website name as short as possible"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:27:24 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""should i keep my website name as short as possible"""
02/04/2017 3:27:23 AM,wme.cameron@gmail.com,Brand - Seo Quote - Exact,Seo Quote - Exact,"1 phrase match keyword max. CPC increased
  ""get free seo quote"": Max. CPC changed from default ($2.00) to $25.00"
02/04/2017 3:27:23 AM,wme.cameron@gmail.com,Brand - Seo Quote - Exact,Seo Quote - Exact,"1 phrase match keyword added
  ""get free seo quote"""
02/04/2017 3:27:22 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to seal my website"": Max. CPC changed from default ($22.70) to $32.00"
02/04/2017 3:27:22 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to seal my website"""
02/04/2017 3:27:19 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""need my website redone"": Max. CPC changed from default ($22.70) to $32.00"
02/04/2017 3:27:19 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""need my website redone"""
02/04/2017 3:27:18 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""get your website into google"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:27:18 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""get your website into google"""
02/04/2017 3:27:15 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""how to get on first page of google"": Max. CPC changed from default ($25.00) to $47.00"
02/04/2017 3:27:15 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""how to get on first page of google"""
02/04/2017 3:27:14 AM,wme.cameron@gmail.com,Brand - Seo Quote - Exact,Seo Quote - Exact,"1 phrase match keyword max. CPC increased
  ""seo quotation"": Max. CPC changed from default ($2.00) to $20.00"
02/04/2017 3:27:14 AM,wme.cameron@gmail.com,Brand - Seo Quote - Exact,Seo Quote - Exact,"1 phrase match keyword added
  ""seo quotation"""
02/04/2017 3:27:13 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword max. CPC decreased
  ""matters website seo"": Max. CPC changed from default ($25.00) to $20.00"
02/04/2017 3:27:13 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword added
  ""matters website seo"""
02/04/2017 3:27:12 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""advertise my website to millions"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:27:11 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""advertise my website to millions"""
02/04/2017 3:27:11 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get your website found on google"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:27:10 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get your website found on google"""
02/04/2017 3:27:09 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get your website in google"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:27:09 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get your website in google"""
02/04/2017 3:27:08 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get to the top of google without paying"": Max. CPC changed from default ($22.70) to $38.00"
02/04/2017 3:27:08 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get to the top of google without paying"""
02/04/2017 3:27:07 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""get your website to the top of search results"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:27:07 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""get your website to the top of search results"""
02/04/2017 3:27:06 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get more attention to your website"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:27:06 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get more attention to your website"""
02/04/2017 3:27:05 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to add website stats and traffic on your website"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:27:05 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to add website stats and traffic on your website"""
02/04/2017 3:27:02 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""creating terms and conditions for your website"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:27:02 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""creating terms and conditions for your website"""
02/04/2017 3:27:01 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""how to make my website appear on google for free"": Max. CPC changed from default ($5.00) to $43.00"
02/04/2017 3:27:01 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""how to make my website appear on google for free"""
02/04/2017 3:27:00 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""get your website at the top of google search"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:27:00 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""get your website at the top of google search"""
02/04/2017 3:26:58 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword max. CPC increased
  ""how to do seo for website step by step"": Max. CPC changed from default ($25.00) to $33.00"
02/04/2017 3:26:58 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword added
  ""how to do seo for website step by step"""
02/04/2017 3:26:55 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword max. CPC decreased
  ""ad website"": Max. CPC changed from default ($25.00) to $15.00"
02/04/2017 3:26:55 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword added
  ""ad website"""
02/04/2017 3:26:54 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""how do i get on google search"": Max. CPC changed from default ($5.00) to $15.00"
02/04/2017 3:26:54 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""how do i get on google search"""
02/04/2017 3:26:53 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""why my website is not showing on google"": Max. CPC changed from default ($5.00) to $43.00"
02/04/2017 3:26:53 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""why my website is not showing on google"""
02/04/2017 3:26:52 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""is my website safe"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:26:52 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""is my website safe"""
02/04/2017 3:26:50 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""guaranteed increase in your wbsite sales"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:50 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""guaranteed increase in your wbsite sales"""
02/04/2017 3:26:48 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""have multiple search phrases for my website on google"": Max. CPC changed from default ($5.00) to $40.00"
02/04/2017 3:26:48 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""have multiple search phrases for my website on google"""
02/04/2017 3:26:47 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how good is my website"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:26:47 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how good is my website"""
02/04/2017 3:26:46 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""page 1 google guaranteed"": Max. CPC changed from default ($25.00) to $38.00"
02/04/2017 3:26:46 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""page 1 google guaranteed"""
02/04/2017 3:26:45 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""check seo where my website is when googling which words"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:26:44 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""check seo where my website is when googling which words"""
02/04/2017 3:26:44 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""website not on google"": Max. CPC changed from default ($25.00) to $36.00"
02/04/2017 3:26:43 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword added
  ""website not on google"""
02/04/2017 3:26:42 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""how to promote my website in google"": Max. CPC changed from default ($5.00) to $43.00"
02/04/2017 3:26:42 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""how to promote my website in google"""
02/04/2017 3:26:41 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""add my website"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:26:41 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""add my website"""
02/04/2017 3:26:38 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""advertise your website around the world for free pay nothing"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:38 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""advertise your website around the world for free pay nothing"""
02/04/2017 3:26:37 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""guaranteed first page google search results"": Max. CPC changed from default ($25.00) to $42.00"
02/04/2017 3:26:37 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""guaranteed first page google search results"""
02/04/2017 3:26:34 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""how to get my webpage at the top of google"": Max. CPC changed from default ($5.00) to $40.00"
02/04/2017 3:26:34 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""how to get my webpage at the top of google"""
02/04/2017 3:26:33 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""how do i get on the first page of google"""
02/04/2017 3:26:30 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""advertise your website for free"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:26:30 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""advertise your website for free"""
02/04/2017 3:26:28 AM,wme.cameron@gmail.com,Brand - Seo Quote - Exact,Seo Quote - Exact,"1 phrase match keyword max. CPC increased
  ""online seo quote"": Max. CPC changed from default ($2.00) to $25.00"
02/04/2017 3:26:28 AM,wme.cameron@gmail.com,Brand - Seo Quote - Exact,Seo Quote - Exact,"1 phrase match keyword added
  ""online seo quote"""
02/04/2017 3:26:27 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""how to come in google first page"": Max. CPC changed from default ($25.00) to $42.00"
02/04/2017 3:26:27 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""how to come in google first page"""
02/04/2017 3:26:26 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get your website listed on google"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:26 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get your website listed on google"""
02/04/2017 3:26:23 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""find my website"": Max. CPC changed from default ($22.70) to $32.00"
02/04/2017 3:26:23 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""find my website"""
02/04/2017 3:26:22 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""my website not working on vodafone"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:26:22 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""my website not working on vodafone"""
02/04/2017 3:26:21 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to make your website on top of google search"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:21 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to make your website on top of google search"""
02/04/2017 3:26:20 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""how to get on the front page of google"": Max. CPC changed from default ($25.00) to $40.00"
02/04/2017 3:26:20 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""how to get on the front page of google"""
02/04/2017 3:26:19 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""integrate payment on your website"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:19 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""integrate payment on your website"""
02/04/2017 3:26:18 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword max. CPC decreased
  ""cadbury ad website"": Max. CPC changed from default ($25.00) to $15.00"
02/04/2017 3:26:18 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword added
  ""cadbury ad website"""
02/04/2017 3:26:17 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how worth my website"": Max. CPC changed from default ($22.70) to $30.00"
02/04/2017 3:26:17 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how worth my website"""
02/04/2017 3:26:16 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to setup a page linked to your website"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:26:16 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to setup a page linked to your website"""
02/04/2017 3:26:15 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""how to get front page of google"": Max. CPC changed from default ($25.00) to $40.00"
02/04/2017 3:26:15 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""how to get front page of google"""
02/04/2017 3:26:14 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get your website on top of google page"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:14 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get your website on top of google page"""
02/04/2017 3:26:13 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""getting your website to the top of google"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:13 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""getting your website to the top of google"""
02/04/2017 3:26:12 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC decreased
  ""promote website online"": Max. CPC changed from default ($25.00) to $22.00"
02/04/2017 3:26:12 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword added
  ""promote website online"""
02/04/2017 3:26:11 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""boost your website traffic"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:11 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""boost your website traffic"""
02/04/2017 3:26:10 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""best way to get more traffic for your website"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:09 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""best way to get more traffic for your website"""
02/04/2017 3:26:09 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get to the top of google search"": Max. CPC changed from default ($22.70) to $38.00"
02/04/2017 3:26:08 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get to the top of google search"""
02/04/2017 3:26:07 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""how to get traffic on my website"": Max. CPC changed from default ($22.70) to $22.00"
02/04/2017 3:26:07 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get traffic on my website"""
02/04/2017 3:26:06 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get a rating system on your website"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:05 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get a rating system on your website"""
02/04/2017 3:26:04 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""google search doesn t find my website"": Max. CPC changed from default ($5.00) to $43.00"
02/04/2017 3:26:03 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""google search doesn t find my website"""
02/04/2017 3:26:02 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to copy a website to my website"": Max. CPC changed from default ($22.70) to $32.00"
02/04/2017 3:26:02 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to copy a website to my website"""
02/04/2017 3:26:01 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to get your website to appear on google"": Max. CPC changed from default ($22.70) to $26.00"
02/04/2017 3:26:00 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to get your website to appear on google"""
02/04/2017 3:26:00 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to add messenger your website"": Max. CPC changed from default ($22.70) to $33.00"
02/04/2017 3:25:59 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to add messenger your website"""
02/04/2017 3:25:58 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword max. CPC increased
  ""seo website checker"": Max. CPC changed from default ($25.00) to $38.00"
02/04/2017 3:25:58 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword added
  ""seo website checker"""
02/04/2017 3:25:57 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""how to include my website in google search"": Max. CPC changed from default ($5.00) to $40.00"
02/04/2017 3:25:57 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""how to include my website in google search"""
02/04/2017 3:25:56 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword max. CPC increased
  ""seo website helpers"": Max. CPC changed from default ($25.00) to $38.00"
02/04/2017 3:25:56 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword added
  ""seo website helpers"""
02/04/2017 3:25:55 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how my website follows w3c"": Max. CPC changed from default ($22.70) to $32.00"
02/04/2017 3:25:55 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how my website follows w3c"""
02/04/2017 3:25:54 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""my name is on first page of google"": Max. CPC changed from default ($25.00) to $42.00"
02/04/2017 3:25:54 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""my name is on first page of google"""
02/04/2017 3:25:53 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword max. CPC increased
  ""why my website is not coming in google search"": Max. CPC changed from default ($5.00) to $40.00"
02/04/2017 3:25:53 AM,wme.cameron@gmail.com,Website,Search Engine,"1 phrase match keyword added
  ""why my website is not coming in google search"""
02/04/2017 3:25:52 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""google page one ad"": Max. CPC changed from default ($25.00) to $39.00"
02/04/2017 3:25:52 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword added
  ""google page one ad"""
02/04/2017 3:25:51 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""promote your website on google"": Max. CPC changed from default ($25.00) to $38.00"
02/04/2017 3:25:50 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword added
  ""promote your website on google"""
02/04/2017 3:25:49 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""how much to get first page on google"": Max. CPC changed from default ($25.00) to $42.00"
